"Date","Price","Open","High","Low","Vol.","Change %"
"12/08/2019","25,560.0","25,894.0","26,011.0","25,550.0","181.96K","-1.28%"
"13/08/2019","25,211.0","25,548.0","25,548.0","25,163.0","219.38K","-1.37%"
"14/08/2019","25,210.0","25,190.0","25,905.0","25,053.0","243.53K","0.00%"
"15/08/2019","25,428.0","25,161.0","25,475.0","24,791.0","260.66K","0.86%"
"16/08/2019","25,632.0","25,387.0","25,733.0","25,105.0","250.90K","0.80%"
"19/08/2019","26,191.0","25,686.0","26,280.0","25,535.0","189.39K","2.18%"
"20/08/2019","26,215.0","26,198.0","26,380.0","26,051.0","185.70K","0.09%"
"21/08/2019","26,231.0","26,200.0","26,271.0","26,014.0","167.53K","0.06%"
"22/08/2019","25,955.0","26,238.0","26,305.0","25,903.0","190.74K","-1.05%"
"23/08/2019","26,113.0","25,950.0","26,187.0","25,810.0","169.22K","0.61%"
"26/08/2019","25,661.0","26,102.0","26,122.0","25,156.0","315.42K","-1.73%"
"27/08/2019","25,651.0","25,700.0","25,878.0","25,533.0","236.86K","-0.04%"
"28/08/2019","25,629.0","25,655.0","25,864.0","25,556.0","169.40K","-0.09%"
"29/08/2019","25,539.0","25,614.0","25,681.0","25,377.0","37.77K","-0.35%"
"30/08/2019","25,610.0","25,660.0","25,935.0","25,412.0","221.21K","0.28%"
"02/09/2019","25,505.0","25,629.0","25,709.0","25,391.0","165.67K","-0.41%"
"03/09/2019","25,468.0","25,495.0","25,663.0","25,313.0","175.85K","-0.15%"
"04/09/2019","26,476.0","25,477.0","26,634.0","25,392.0","298.55K","3.96%"
"05/09/2019","26,438.0","26,476.0","26,683.0","26,222.0","60.07K","-0.14%"
"06/09/2019","26,584.0","26,712.0","26,799.0","26,489.0","161.34K","0.55%"
"09/09/2019","26,650.0","26,591.0","26,795.0","26,506.0","153.84K","0.25%"
"10/09/2019","26,628.0","26,640.0","26,890.0","26,604.0","146.28K","-0.08%"
"11/09/2019","27,109.0","26,641.0","27,158.0","26,641.0","213.13K","1.81%"
"12/09/2019","27,076.0","27,080.0","27,335.0","26,940.0","165.63K","-0.12%"
"13/09/2019","27,309.0","27,074.0","27,387.0","26,980.0","129.08K","0.86%"
"16/09/2019","27,054.0","27,307.0","27,394.0","26,959.0","140.05K","-0.93%"
"17/09/2019","26,747.0","27,050.0","27,092.0","26,676.0","150.79K","-1.13%"
"18/09/2019","26,731.0","26,747.0","26,910.0","26,703.0","127.48K","-0.06%"
"19/09/2019","26,489.0","26,720.0","26,831.0","26,345.0","183.39K","-0.91%"
"20/09/2019","26,425.0","26,497.0","26,621.0","26,406.0","141.48K","-0.24%"
"23/09/2019","26,133.0","26,433.0","26,524.0","26,119.0","178.22K","-1.11%"
"24/09/2019","26,294.0","26,139.0","26,431.0","26,121.0","206.81K","0.62%"
"25/09/2019","25,906.0","26,298.0","26,318.0","25,900.0","252.14K","-1.48%"
"26/09/2019","26,022.0","25,898.0","26,107.0","25,850.0","149.26K","0.45%"
"27/09/2019","25,949.0","26,033.0","26,074.0","25,811.0","27.00K","-0.28%"
"30/09/2019","26,042.0","25,967.0","26,158.0","25,656.0","169.18K","0.36%"
"01/10/2019","25,987.5","25,987.5","25,987.5","25,987.5","","-0.21%"
"02/10/2019","25,948.0","26,066.0","26,087.0","25,750.0","140.09K","-0.15%"
"03/10/2019","26,143.0","25,944.0","26,220.0","25,673.0","170.65K","0.75%"
"04/10/2019","25,787.0","26,138.0","26,175.0","25,566.0","205.25K","-1.36%"
"07/10/2019","25,839.5","25,839.5","25,839.5","25,839.5","","0.20%"
"08/10/2019","25,867.0","25,800.0","26,202.0","25,623.0","208.40K","0.11%"
"09/10/2019","25,662.0","25,870.0","25,882.0","25,621.0","174.45K","-0.79%"
"10/10/2019","25,809.0","25,681.0","25,843.0","25,507.0","184.48K","0.57%"
"11/10/2019","26,410.0","25,785.0","26,446.0","25,751.0","188.44K","2.33%"
"14/10/2019","26,532.0","26,420.0","26,677.0","26,373.0","187.75K","0.46%"
"15/10/2019","26,485.0","26,532.0","26,636.0","26,380.0","146.94K","-0.18%"
"16/10/2019","26,642.0","26,479.0","26,739.0","26,383.0","203.74K","0.59%"
"17/10/2019","26,885.0","26,634.0","26,988.0","26,598.0","159.09K","0.91%"
"18/10/2019","26,675.0","26,890.0","27,016.0","26,657.0","174.85K","-0.78%"
"21/10/2019","26,693.0","26,675.0","26,843.0","26,604.0","138.19K","0.07%"
"22/10/2019","26,781.0","26,691.0","26,896.0","26,650.0","144.74K","0.33%"
"23/10/2019","26,526.0","26,786.0","26,872.0","26,457.0","166.30K","-0.95%"
"24/10/2019","26,761.0","26,524.0","26,835.0","26,482.0","166.06K","0.89%"
"25/10/2019","26,686.0","26,763.0","26,818.0","26,594.0","182.27K","-0.28%"
"28/10/2019","26,914.0","26,691.0","27,041.0","26,671.0","217.93K","0.85%"
"29/10/2019","26,726.0","26,903.0","27,078.0","26,717.0","157.68K","-0.70%"
"30/10/2019","26,674.0","26,731.0","26,805.0","26,616.0","25.64K","-0.19%"
"31/10/2019","26,984.0","26,628.0","27,042.0","26,563.0","154.46K","1.16%"
"01/11/2019","27,148.0","26,964.0","27,150.0","26,676.0","159.14K","0.61%"
"04/11/2019","27,607.0","27,142.0","27,609.0","27,126.0","149.66K","1.69%"
"05/11/2019","27,685.0","27,610.0","27,763.0","27,457.0","169.92K","0.28%"
"06/11/2019","27,741.0","27,679.0","27,796.0","27,544.0","149.10K","0.20%"
"07/11/2019","27,828.0","27,739.0","27,949.0","27,541.0","191.65K","0.31%"
"08/11/2019","27,680.0","27,828.0","27,938.0","27,591.0","158.50K","-0.53%"
"11/11/2019","26,994.0","27,674.0","27,720.0","26,808.0","209.66K","-2.48%"
"12/11/2019","26,982.0","26,990.0","27,212.0","26,776.0","190.53K","-0.04%"
"13/11/2019","26,487.0","26,975.0","27,006.0","26,444.0","194.21K","-1.83%"
"14/11/2019","26,328.0","26,484.0","26,625.0","26,178.0","218.70K","-0.60%"
"15/11/2019","26,280.0","26,318.0","26,617.0","26,250.0","161.86K","-0.18%"
"18/11/2019","26,682.0","26,295.0","26,705.0","26,227.0","173.04K","1.53%"
"19/11/2019","27,079.0","26,661.0","27,106.0","26,500.0","196.49K","1.49%"
"20/11/2019","26,803.0","27,084.0","27,123.0","26,776.0","153.78K","-1.02%"
"21/11/2019","26,441.0","26,800.0","26,868.0","26,266.0","196.42K","-1.35%"
"22/11/2019","26,623.0","26,442.0","26,675.0","26,442.0","153.88K","0.69%"
"25/11/2019","27,025.0","26,611.0","27,141.0","26,554.0","206.21K","1.51%"
"26/11/2019","26,980.0","27,014.0","27,267.0","26,923.0","208.35K","-0.17%"
"27/11/2019","26,954.0","26,943.0","27,017.0","26,876.0","129.17K","-0.10%"
"28/11/2019","26,918.0","26,958.0","27,022.0","26,729.0","22.53K","-0.13%"
"29/11/2019","26,333.0","26,868.0","26,918.0","26,323.0","169.74K","-2.17%"
"02/12/2019","26,488.0","26,373.0","26,576.0","26,337.0","127.90K","0.59%"
"03/12/2019","26,381.0","26,490.0","26,500.0","26,062.0","174.99K","-0.40%"
"04/12/2019","26,062.0","26,399.0","26,413.0","25,949.0","171.37K","-1.21%"
"05/12/2019","26,246.0","26,084.0","26,327.0","26,084.0","141.30K","0.71%"
"06/12/2019","26,503.0","26,240.0","26,555.0","26,194.0","141.00K","0.98%"
"09/12/2019","26,516.0","26,507.0","26,664.0","26,425.0","137.54K","0.05%"
"10/12/2019","26,416.0","26,500.0","26,573.0","26,291.0","110.34K","-0.38%"
"11/12/2019","26,653.0","26,409.0","26,689.0","26,262.0","145.66K","0.90%"
"12/12/2019","27,012.0","26,640.0","27,095.0","26,588.0","137.29K","1.35%"
"13/12/2019","27,704.0","27,013.0","27,746.0","26,916.0","183.75K","2.56%"
"16/12/2019","27,580.0","27,719.0","27,889.0","27,447.0","185.57K","-0.45%"
"17/12/2019","27,829.0","27,579.0","27,922.0","27,563.0","174.50K","0.90%"
"18/12/2019","27,917.0","27,829.0","28,032.0","27,765.0","156.54K","0.32%"
"19/12/2019","27,804.0","27,915.0","27,976.0","27,692.0","135.09K","-0.40%"
"20/12/2019","27,940.0","27,819.0","28,014.0","27,752.0","161.19K","0.49%"
"23/12/2019","27,856.0","27,948.0","28,080.0","27,846.0","186.40K","-0.30%"
"24/12/2019","27,880.0","27,864.0","27,922.0","27,798.0","102.92K","0.09%"
"27/12/2019","28,219.0","28,022.0","28,258.0","28,020.0","123.75K","1.22%"
"30/12/2019","28,348.0","28,219.0","28,396.0","28,180.0","24.95K","0.46%"
"31/12/2019","28,270.0","28,408.0","28,467.0","28,198.0","88.63K","-0.28%"
"02/01/2020","28,606.0","28,363.0","28,631.0","28,211.0","134.97K","1.19%"
"03/01/2020","28,443.0","28,628.0","28,947.0","28,425.0","178.09K","-0.57%"
"06/01/2020","28,181.0","28,430.0","28,535.0","28,077.0","175.87K","-0.92%"
"07/01/2020","28,382.0","28,175.0","28,529.0","28,100.0","148.41K","0.71%"
"08/01/2020","28,058.0","28,359.0","28,395.0","27,865.0","187.17K","-1.14%"
"09/01/2020","28,622.0","28,064.0","28,633.0","28,064.0","148.79K","2.01%"
"10/01/2020","28,666.0","28,628.0","28,726.0","28,511.0","136.19K","0.15%"
"13/01/2020","28,962.0","28,655.0","29,039.0","28,649.0","153.05K","1.03%"
"14/01/2020","28,799.0","28,962.0","29,222.0","28,793.0","160.28K","-0.56%"
"15/01/2020","28,752.0","28,805.0","29,030.0","28,659.0","156.48K","-0.16%"
"16/01/2020","28,895.0","28,751.0","29,040.0","28,734.0","160.40K","0.50%"
"17/01/2020","29,065.0","28,899.0","29,161.0","28,807.0","163.87K","0.59%"
"20/01/2020","28,695.0","29,073.0","29,211.0","28,686.0","159.12K","-1.27%"
"21/01/2020","27,901.0","28,678.0","28,755.0","27,843.0","221.30K","-2.77%"
"22/01/2020","28,318.0","27,902.0","28,379.0","27,902.0","210.44K","1.49%"
"23/01/2020","27,815.0","28,293.0","28,299.0","27,703.0","259.84K","-1.78%"
"24/01/2020","27,920.0","27,800.0","27,965.0","27,556.0","117.04K","0.38%"
"29/01/2020","27,125.0","27,010.0","27,338.0","26,998.0","145.34K","-2.85%"
"30/01/2020","26,660.0","27,120.0","27,162.0","26,653.0","34.80K","-1.71%"
"31/01/2020","26,233.0","26,386.0","26,760.0","26,230.0","196.39K","-1.60%"
"03/02/2020","26,200.0","26,222.0","26,460.0","25,880.0","228.72K","-0.13%"
"04/02/2020","26,777.0","26,250.0","26,777.0","26,205.0","203.27K","2.20%"
"05/02/2020","26,740.0","26,757.0","26,936.0","26,526.0","205.47K","-0.14%"
"06/02/2020","27,377.0","26,747.0","27,568.0","26,747.0","240.18K","2.38%"
"07/02/2020","27,274.0","27,413.0","27,413.0","27,129.0","169.52K","-0.38%"
"10/02/2020","27,094.0","27,266.0","27,291.0","26,905.0","171.56K","-0.66%"
"11/02/2020","27,569.0","27,120.0","27,622.0","27,042.0","153.49K","1.75%"
"12/02/2020","27,770.0","27,560.0","27,820.0","27,496.0","151.85K","0.73%"
"13/02/2020","27,658.0","27,793.0","27,900.0","27,590.0","151.93K","-0.40%"
"14/02/2020","27,753.0","27,654.0","27,908.0","27,495.0","153.77K","0.34%"
"17/02/2020","27,842.0","27,741.0","28,012.0","27,576.0","141.38K","0.32%"
"18/02/2020","27,426.0","27,838.0","27,893.0","27,424.0","145.68K","-1.49%"
"19/02/2020","27,565.0","27,422.0","27,650.0","27,341.0","142.80K","0.51%"
"20/02/2020","27,420.0","27,589.0","27,721.0","27,262.0","193.26K","-0.53%"
"21/02/2020","27,200.0","27,450.0","27,465.0","27,155.0","170.15K","-0.80%"
"24/02/2020","26,663.0","27,225.0","27,335.0","26,662.0","227.91K","-1.97%"
"25/02/2020","26,754.0","26,647.0","26,825.0","26,310.0","247.38K","0.34%"
"26/02/2020","26,580.0","26,747.0","26,747.0","26,296.0","201.42K","-0.65%"
"27/02/2020","26,554.0","26,555.0","26,813.0","26,218.0","50.36K","-0.10%"
"28/02/2020","26,170.0","26,735.0","26,834.0","25,923.0","283.92K","-1.45%"
"02/03/2020","26,299.0","26,127.0","26,357.0","25,582.0","247.76K","0.49%"
"03/03/2020","26,311.0","26,250.0","26,530.0","25,827.0","215.75K","0.05%"
"04/03/2020","26,152.0","26,337.0","26,611.0","25,971.0","216.37K","-0.60%"
"05/03/2020","26,704.0","26,163.0","26,769.0","26,163.0","206.95K","2.11%"
"06/03/2020","26,010.0","26,650.0","26,670.0","26,008.0","198.60K","-2.60%"
"09/03/2020","24,850.0","26,007.0","26,014.0","24,814.0","232.31K","-4.46%"
"10/03/2020","25,449.0","24,990.0","25,564.0","24,360.0","249.80K","2.41%"
"11/03/2020","25,129.0","25,477.0","25,743.0","25,085.0","217.64K","-1.26%"
"12/03/2020","24,075.0","25,170.0","25,330.0","24,001.0","222.43K","-4.19%"
"13/03/2020","23,853.0","24,032.0","24,175.0","22,116.0","259.18K","-0.92%"
"16/03/2020","22,724.0","23,850.0","24,749.0","22,666.0","209.55K","-4.73%"
"17/03/2020","23,019.0","22,686.0","23,390.0","21,588.0","212.71K","1.30%"
"18/03/2020","22,006.0","22,932.0","23,417.0","22,000.0","229.46K","-4.40%"
"19/03/2020","21,841.0","22,003.0","22,366.0","20,965.0","266.53K","-0.75%"
"20/03/2020","23,057.0","21,765.0","23,105.0","21,492.0","230.17K","5.57%"
"23/03/2020","21,496.0","23,093.0","23,196.0","21,296.0","216.45K","-6.77%"
"24/03/2020","22,728.0","21,497.0","22,788.0","21,497.0","233.32K","5.73%"
"25/03/2020","23,618.0","22,773.0","23,638.0","22,773.0","235.67K","3.92%"
"26/03/2020","23,180.0","23,646.0","23,879.0","23,096.0","240.71K","-1.85%"
"27/03/2020","23,502.0","23,128.0","24,048.0","23,128.0","183.87K","1.39%"
"30/03/2020","23,232.0","23,405.0","23,432.0","22,797.0","43.59K","-1.15%"
"31/03/2020","23,720.0","23,024.0","23,750.0","22,917.0","148.61K","2.10%"
"01/04/2020","22,930.0","23,698.0","23,730.0","22,886.0","176.60K","-3.33%"
"02/04/2020","23,269.0","23,000.0","23,280.0","22,561.0","160.57K","1.48%"
"03/04/2020","23,196.0","23,241.0","23,280.0","22,908.0","133.04K","-0.31%"
"06/04/2020","23,740.0","23,173.0","23,865.0","22,970.0","151.15K","2.35%"
"07/04/2020","24,423.0","23,750.0","24,439.0","23,686.0","159.25K","2.88%"
"08/04/2020","23,764.0","24,370.0","24,606.0","23,764.0","154.22K","-2.70%"
"09/04/2020","24,209.0","23,781.0","24,343.0","23,767.0","132.72K","1.87%"
"14/04/2020","24,408.0","24,183.0","24,598.0","23,959.0","137.94K","0.82%"
"15/04/2020","24,052.0","24,419.0","24,610.0","24,022.0","123.65K","-1.46%"
"16/04/2020","23,948.0","24,021.0","24,124.0","23,793.0","124.87K","-0.43%"
"17/04/2020","24,359.0","23,948.0","24,689.0","23,827.0","137.48K","1.72%"
"20/04/2020","24,280.0","24,358.0","24,474.0","24,176.0","123.18K","-0.32%"
"21/04/2020","23,730.0","24,306.0","24,343.0","23,631.0","151.71K","-2.27%"
"22/04/2020","23,869.0","23,689.0","23,928.0","23,418.0","140.53K","0.59%"
"23/04/2020","23,991.0","23,899.0","24,097.0","23,759.0","157.92K","0.51%"
"24/04/2020","23,834.0","23,999.0","24,238.0","23,677.0","156.97K","-0.65%"
"27/04/2020","24,269.0","23,840.0","24,333.0","23,840.0","134.62K","1.83%"
"28/04/2020","24,435.0","24,278.0","24,447.0","24,185.0","29.89K","0.68%"
"29/04/2020","24,502.0","24,578.0","24,777.0","24,441.0","111.26K","0.27%"
"04/05/2020","23,373.0","24,532.0","24,758.0","23,305.0","135.65K","-4.61%"
"05/05/2020","23,759.0","23,300.0","23,800.0","23,241.0","98.11K","1.65%"
"06/05/2020","24,053.0","23,750.0","24,132.0","23,613.0","112.13K","1.24%"
"07/05/2020","23,848.0","24,083.0","24,083.0","23,769.0","103.35K","-0.85%"
"08/05/2020","24,121.0","23,855.0","24,198.0","23,792.0","100.05K","1.14%"
"11/05/2020","24,486.0","24,130.0","24,700.0","24,104.0","107.45K","1.51%"
"12/05/2020","24,153.0","24,468.0","24,468.0","24,001.0","122.30K","-1.36%"
"13/05/2020","24,069.0","24,145.0","24,352.0","23,876.0","122.96K","-0.35%"
"14/05/2020","23,685.0","24,079.0","24,303.0","23,638.0","144.23K","-1.60%"
"15/05/2020","23,672.0","23,704.0","23,911.0","23,421.0","146.85K","-0.05%"
"18/05/2020","23,924.0","23,696.0","23,936.0","23,388.0","123.70K","1.06%"
"19/05/2020","24,340.0","23,924.0","24,548.0","23,843.0","142.66K","1.74%"
"20/05/2020","24,441.0","24,340.0","24,484.0","24,259.0","106.32K","0.41%"
"21/05/2020","24,128.0","24,441.0","24,640.0","24,114.0","137.74K","-1.28%"
"22/05/2020","22,701.0","24,147.0","24,160.0","22,700.0","253.02K","-5.91%"
"25/05/2020","22,889.0","22,712.0","23,028.0","22,498.0","215.98K","0.83%"
"26/05/2020","23,355.0","23,140.0","23,478.0","23,140.0","182.87K","2.04%"
"27/05/2020","23,205.0","23,361.0","23,509.0","23,103.0","148.25K","-0.64%"
"28/05/2020","23,128.0","23,230.0","23,466.0","22,896.0","37.83K","-0.33%"
"29/05/2020","22,769.0","22,907.0","23,079.0","22,389.0","160.02K","-1.55%"
"01/06/2020","23,425.0","22,780.0","23,661.0","22,613.0","173.32K","2.88%"
"02/06/2020","23,937.0","23,438.0","23,959.0","23,322.0","146.92K","2.19%"
"03/06/2020","24,243.0","23,970.0","24,355.0","23,921.0","142.02K","1.28%"
"04/06/2020","24,291.0","24,260.0","24,619.0","24,117.0","147.22K","0.20%"
"05/06/2020","24,697.0","24,280.0","24,780.0","24,145.0","152.46K","1.67%"
"08/06/2020","24,745.0","24,667.0","25,075.0","24,597.0","148.62K","0.19%"
"09/06/2020","24,867.0","24,750.0","25,183.0","24,683.0","141.54K","0.49%"
"10/06/2020","25,017.0","24,828.0","25,255.0","24,719.0","146.35K","0.60%"
"11/06/2020","24,366.0","24,987.0","25,082.0","24,328.0","162.17K","-2.60%"
"12/06/2020","24,212.0","24,325.0","24,487.0","23,785.0","169.80K","-0.63%"
"15/06/2020","23,702.0","24,242.0","24,384.0","23,555.0","189.28K","-2.11%"
"16/06/2020","24,355.0","23,710.0","24,475.0","23,675.0","159.83K","2.76%"
"17/06/2020","24,402.0","24,360.0","24,632.0","24,076.0","159.14K","0.19%"
"18/06/2020","24,350.0","24,380.0","24,439.0","24,015.0","142.90K","-0.21%"
"19/06/2020","24,610.0","24,340.0","24,731.0","24,207.0","144.33K","1.07%"
"22/06/2020","24,455.0","24,659.0","24,709.0","24,299.0","134.78K","-0.63%"
"23/06/2020","24,952.0","24,493.0","24,980.0","24,137.0","230.59K","2.03%"
"24/06/2020","24,707.0","24,920.0","25,128.0","24,650.0","189.62K","-0.98%"
"26/06/2020","24,506.0","24,666.0","24,757.0","24,375.0","129.47K","-0.81%"
"29/06/2020","24,302.0","24,552.0","24,670.0","24,231.0","26.99K","-0.83%"
"30/06/2020","24,247.0","24,077.0","24,406.0","24,057.0","127.64K","-0.23%"
"02/07/2020","25,137.0","24,228.0","25,153.0","24,129.0","159.82K","3.67%"
"03/07/2020","25,295.0","25,111.0","25,417.0","24,989.0","151.10K","0.63%"
"06/07/2020","26,331.0","25,311.0","26,442.0","25,166.0","191.17K","4.10%"
"07/07/2020","25,970.0","26,296.0","26,791.0","25,931.0","205.29K","-1.37%"
"08/07/2020","26,062.0","25,945.0","26,329.0","25,874.0","175.79K","0.35%"
"09/07/2020","26,246.0","26,039.0","26,389.0","25,957.0","161.08K","0.71%"
"10/07/2020","25,695.0","26,225.0","26,316.0","25,549.0","180.10K","-2.10%"
"13/07/2020","25,749.0","25,676.0","26,109.0","25,610.0","152.88K","0.21%"
"14/07/2020","25,540.0","25,769.0","26,031.0","25,252.0","189.68K","-0.81%"
"15/07/2020","25,494.0","25,518.0","25,899.0","25,305.0","176.76K","-0.18%"
"16/07/2020","24,920.0","25,473.0","25,665.0","24,887.0","201.12K","-2.25%"
"17/07/2020","25,157.0","24,900.0","25,257.0","24,844.0","155.21K","0.95%"
"20/07/2020","25,017.0","25,170.0","25,274.0","24,721.0","172.16K","-0.56%"
"21/07/2020","25,609.0","25,055.0","25,636.0","25,055.0","152.16K","2.37%"
"22/07/2020","25,106.0","25,628.0","25,788.0","24,991.0","176.88K","-1.96%"
"23/07/2020","25,230.0","25,036.0","25,325.0","24,963.0","174.44K","0.49%"
"24/07/2020","24,685.0","25,205.0","25,237.0","24,573.0","204.12K","-2.16%"
"27/07/2020","24,631.0","24,710.0","24,972.0","24,539.0","208.32K","-0.22%"
"28/07/2020","24,755.0","24,629.0","24,987.0","24,629.0","179.34K","0.50%"
"29/07/2020","24,879.0","24,763.0","24,908.0","24,655.0","132.35K","0.50%"
"30/07/2020","24,967.0","24,829.0","25,144.0","24,829.0","21.78K","0.35%"
"31/07/2020","24,559.0","24,616.0","24,928.0","24,372.0","170.10K","-1.63%"
"03/08/2020","24,387.0","24,566.0","24,609.0","24,185.0","162.27K","-0.70%"
"04/08/2020","24,936.0","24,365.0","25,068.0","24,333.0","172.63K","2.25%"
"05/08/2020","25,052.0","24,954.0","25,168.0","24,800.0","135.90K","0.47%"
"06/08/2020","24,816.0","25,063.0","25,232.0","24,591.0","175.71K","-0.94%"
"07/08/2020","24,391.0","24,823.0","24,925.0","24,150.0","181.26K","-1.71%"
"10/08/2020","24,406.0","24,380.0","24,506.0","24,201.0","141.58K","0.06%"
"11/08/2020","24,895.0","24,422.0","25,030.0","24,348.0","153.38K","2.00%"
"12/08/2020","25,235.0","24,900.0","25,300.0","24,653.0","155.77K","1.37%"
"13/08/2020","25,128.0","25,254.0","25,459.0","25,094.0","130.06K","-0.42%"
"14/08/2020","25,074.0","25,130.0","25,358.0","25,029.0","113.03K","-0.21%"
"17/08/2020","25,293.0","25,052.0","25,574.0","25,014.0","134.68K","0.87%"
"18/08/2020","25,341.0","25,330.0","25,440.0","25,213.0","111.45K","0.19%"
"19/08/2020","25,135.0","25,349.0","25,395.0","25,041.0","63.51K","-0.81%"
"20/08/2020","24,678.0","25,123.0","25,209.0","24,545.0","154.89K","-1.82%"
"21/08/2020","25,069.0","24,697.0","25,186.0","24,621.0","131.96K","1.58%"
"24/08/2020","25,508.0","25,071.0","25,550.0","24,936.0","128.31K","1.75%"
"25/08/2020","25,452.0","25,510.0","25,619.0","25,327.0","176.12K","-0.22%"
"26/08/2020","25,432.0","25,448.0","25,603.0","25,305.0","154.50K","-0.08%"
"27/08/2020","25,211.0","25,435.0","25,527.0","25,163.0","116.65K","-0.87%"
"28/08/2020","25,531.0","25,211.0","25,590.0","25,095.0","26.68K","1.27%"
"31/08/2020","25,075.0","25,378.0","25,790.0","24,976.0","154.31K","-1.79%"
"01/09/2020","25,065.0","25,098.0","25,202.0","24,851.0","117.47K","-0.04%"
"02/09/2020","25,057.0","25,069.0","25,184.0","24,823.0","125.93K","-0.03%"
"03/09/2020","24,924.0","25,068.0","25,171.0","24,778.0","140.26K","-0.53%"
"04/09/2020","24,670.0","24,900.0","24,927.0","24,415.0","165.70K","-1.02%"
"07/09/2020","24,516.0","24,671.0","24,874.0","24,301.0","151.03K","-0.62%"
"08/09/2020","24,477.0","24,505.0","24,765.0","24,280.0","150.09K","-0.16%"
"09/09/2020","24,417.0","24,448.0","24,474.0","24,142.0","152.35K","-0.25%"
"10/09/2020","24,230.0","24,402.0","24,630.0","24,208.0","122.57K","-0.77%"
"11/09/2020","24,454.0","24,259.0","24,528.0","24,151.0","122.63K","0.92%"
"14/09/2020","24,544.0","24,470.0","24,725.0","24,245.0","113.38K","0.37%"
"15/09/2020","24,742.0","24,523.0","24,777.0","24,422.0","108.97K","0.81%"
"16/09/2020","24,715.0","24,756.0","24,898.0","24,599.0","103.54K","-0.11%"
"17/09/2020","24,334.0","24,708.0","24,734.0","24,198.0","141.08K","-1.54%"
"18/09/2020","24,456.0","24,350.0","24,462.0","24,250.0","108.98K","0.50%"
"21/09/2020","23,896.0","24,462.0","24,579.0","23,862.0","156.90K","-2.29%"
"22/09/2020","23,651.0","23,877.0","23,921.0","23,614.0","139.66K","-1.03%"
"23/09/2020","23,700.0","23,680.0","23,769.0","23,505.0","136.34K","0.21%"
"24/09/2020","23,251.0","23,705.0","23,771.0","23,163.0","186.82K","-1.89%"
"25/09/2020","23,152.0","23,248.0","23,475.0","23,114.0","194.13K","-0.43%"
"28/09/2020","23,435.0","23,188.0","23,495.0","22,964.0","126.36K","1.22%"
"29/09/2020","23,399.0","23,435.0","23,608.0","23,388.0","20.56K","-0.15%"
"30/09/2020","23,430.0","23,269.0","23,777.0","23,264.0","143.74K","0.13%"
"05/10/2020","23,755.0","23,425.0","23,956.0","23,385.0","115.91K","1.39%"
"06/10/2020","23,951.0","23,765.0","23,983.0","23,751.0","89.76K","0.83%"
"07/10/2020","24,173.0","23,946.0","24,266.0","23,880.0","109.68K","0.93%"
"08/10/2020","24,100.0","24,170.0","24,288.0","23,992.0","96.21K","-0.30%"
"09/10/2020","24,039.0","24,106.0","24,372.0","24,016.0","101.29K","-0.25%"
"12/10/2020","24,679.0","24,030.0","24,713.0","24,030.0","133.64K","2.66%"
"13/10/2020","24,706.0","24,659.0","24,743.0","24,607.0","14.94K","0.11%"
"14/10/2020","24,608.0","24,800.0","24,805.0","24,475.0","100.27K","-0.40%"
"15/10/2020","24,079.0","24,599.0","24,648.0","24,057.0","135.52K","-2.15%"
"16/10/2020","24,354.0","24,059.0","24,434.0","23,981.0","111.38K","1.14%"
"19/10/2020","24,549.0","24,343.0","24,766.0","24,319.0","111.21K","0.80%"
"20/10/2020","24,502.0","24,556.0","24,582.0","24,404.0","97.35K","-0.19%"
"21/10/2020","24,640.0","24,503.0","24,891.0","24,466.0","132.19K","0.56%"
"22/10/2020","24,863.0","24,620.0","24,869.0","24,520.0","129.62K","0.91%"
"23/10/2020","24,919.0","24,832.0","24,967.0","24,646.0","153.39K","0.23%"
"26/10/2020","24,939.0","24,939.0","24,939.0","24,939.0","","0.08%"
"27/10/2020","24,717.0","24,890.0","24,960.0","24,567.0","208.10K","-0.89%"
"28/10/2020","24,600.0","24,706.0","24,837.0","24,563.0","125.93K","-0.47%"
"29/10/2020","24,500.0","24,640.0","24,640.0","24,256.0","34.71K","-0.41%"
"30/10/2020","24,157.0","24,512.0","24,591.0","23,948.0","155.44K","-1.40%"
"02/11/2020","24,333.0","24,164.0","24,428.0","24,071.0","127.00K","0.73%"
"03/11/2020","25,029.0","24,362.0","25,033.0","24,345.0","137.19K","2.86%"
"04/11/2020","24,942.0","25,035.0","25,154.0","24,625.0","197.04K","-0.35%"
"05/11/2020","25,808.0","24,939.0","25,816.0","24,906.0","179.79K","3.47%"
"06/11/2020","25,718.0","25,790.0","26,024.0","25,542.0","139.86K","-0.35%"
"09/11/2020","26,031.0","25,658.0","26,222.0","25,576.0","129.32K","1.22%"
"10/11/2020","26,361.0","26,056.0","26,875.0","26,030.0","176.00K","1.27%"
"11/11/2020","26,256.0","26,348.0","26,452.0","26,176.0","151.56K","-0.40%"
"12/11/2020","26,218.0","26,274.0","26,492.0","26,072.0","122.12K","-0.14%"
"13/11/2020","26,177.0","26,235.0","26,363.0","25,920.0","118.67K","-0.16%"
"16/11/2020","26,372.0","26,188.0","26,467.0","26,123.0","109.51K","0.74%"
"17/11/2020","26,419.0","26,374.0","26,572.0","26,332.0","97.76K","0.18%"
"18/11/2020","26,555.0","26,394.0","26,644.0","26,288.0","106.58K","0.51%"
